text;label
sao ums dos melhores cantores sertanejo brasileiros;2
john was always on the radio when i was a kid. his songs always grounded me. once i sat behind john and his wife at an airshow. years later he died in a plane crash. once i was blessed with a raft trip through the grand canyon, as john also did. while there, i sang one of his songs in tribute. thanks john.;2
i noticed that you have done trio with linda ronstadt, dolly parton, and emmylou harris. you have broken down linda and dolly, but i havent found a video of just emmylou! you even done the song by first aid kid about emmylou! i hope you do her cover of pancho and lefty or her song boulder to birmingham.;1
may i suggest joan baez, jim croce and art garfunkel. thank you for your videos!;2
great choices. especially joannie.;2
don williams, kris kristofferson or waylon jennings. the eagles, john cougar mellencamp and neil young also are more in the country genre with a lot of their songs.;1
she is only partly country, but rhiannon giddens should be on your list.;1
try slim whitmans cattle call if you want some western yodeling;1
country roads sung by jonathan antoine . or unchained melody sung by nearly 14 million views;2
quinisential john denver with a voice from heaven.;2
if you like country and western storytellers then there is none better than marty robbins. id suggest his most famous gunfighter ballad, el paso released in 1959.;2
doc watson pretty saro has no music just doc singing great chance to enjoy his voice. plus its all kinds of oldtimey.;2
george strait? i have listened to you since sydnie christmas... i love your reactions!;2
please, please avi kaplan. he was pentatonix bass and now sings folkamericana. john denver was one of his influences. he will blow your mind. aberdeen , when im a fool live at sunset sound, all is well 7 layers session filmed in a cathedral . oh what a treat if you discover him!!!!;2
tammy wynette .. classic country faith hill .. 80s country lainey wilson .. new country..;1
great movie.;2
oh yeah... that was a fun movie.;2
he was in an episode of mccloud back in the 70s;1
still hard to listen to john denver and the muppets christmas without tearing up on some of the tracks.;0
the first time that i heard it, i thought that john had just cranked something out as a filler. some time later when id heard it a few times, i suddenly realized how much i liked it. hail, calypso. thank you for mentioning it. i got good feelings inside the moment that i read your comment.;2
i had never realized he yodeled until that song !!;2
i was just thinking that! except for me, it was my three brothers who would have destroyed me. haha.;1
the emotions you felt are the same emotions that countless millions of listeners feel whenever they listen to john denver. all of the concerts that i was blessed to attend, were some of the best times of my life! god truly blessed us with the life and music of john denver. i am so glad i got to share this with you, beth! i teared up right along with you! god bless you, beth!;2
i saw an interview once in which john told of advice hed received from placido domingo iirc about matching inflection to lyrics if you sing the word steel, give it a hard edge if the word is water, make it sound like its flowing etc.;1
he wrote this song for his wife annie. as a fellow pilot, it really hurt my feelings when he died in his plane while flying to carmel to visit his friend clint eastwood. broke my heart.;0
this beautiful song, and the fact that he was my mums favourite artist, and that john died at just 53 just make me;0
as a child i received an 8track player for my birthday. my first two 8tracks i picked were john denver and the steve miller band. i would play annies song every night to fall asleep. it was, and still is, so beautiful. i vividly remember how strongly this song impacted me and filled me with love and a longing to keep that love alive forever.;2
this song is the epitome of beauty. i named my daughter after this song 25 years ago, and it has been hers ever since. it works just as well for parental love as romantic. a quiet powerhouse of a song!;2
incredibly beautiful song. im 64 and still feel the tears welling up every single time i hear it.;2
it is always a pleasure to listen to john denver, my dear god! thank you beth for bringing back so many beautiful memories.;2
one regret i have. never going to see him live when i actually had the chance. what a talent.;1
my brotherinlaw sang annies song at my wife and is wedding fifty years ago. it will forever be special to us. i enjoy your reactions. they are pretty special as well.;2
this song and the carpenters weve only just begun were played at many weddings and wedding receptions in the 1970s.;1
its funny, i am a big time lover of metal and hard rock music but john denvers songs instantly brings me back to when i was a kid and spending time with my family. it reminds me of the many beautiful places we camped at and the old farm we lived at. his songs bring all those memories rushing back to me.;2
some artists carry in their voices an almost celestial dimension. singers like john denver, roy orbison, elvis presley, or freddie mercury dont just sing notes they build a bridge between earth and heaven, and they carry your soul across it.;2
as always beth you hit the nail on the head ...the simplicity of johns delivery belies the actual technical genius of this performance...john sang in the language of the soul and therefore connected with us on a deep level...your last comment on how he sang with restraint,not needing to add flash or sparkles to relate the message so we remember it leads me to another artist who i believe you need to revisit...im talking about lucy thomas...she will be 22 on the 21st and her vocals have continued to evolve and you once said you would like to see how her sister marthas vocals change with maturity ..martha is 16 now and you will be impressed by her growth...for both sisters i suggest can you fell the love tonight which they did a month before marthas birthday and for lucy ,her live performance of dont cry for me argentina fall 2024 or climb every mountain her latest studio release...i would love to hear your updated analysis ....have a great week karl from canada;2
one of the very best storytellers of all time. the nostalgia when he sings is thick and encompassing. when i hear his songs i imagine my mother singing me lullabies when i was a baby or i think of my grandparents and all the gatherings during holidays. he just feels like home.;2
nothing like john in concert. saw him twice, and feel so fortunate for having done so!;2
whoever edits your videos is a genius.;2
its long but you have to listen to the attack on titan suite hiroyuki sawano project emu, the vocals in it are stunning not to mention the orchestration!!;2
beautiful song. he doesnt get enough credit for his voice.;2
was just a kid at the time but certainly heard his songs. in all my years through rock, metal, alternative, grunge, etc., i never knew anyone who didnt like john denver.;2
i would put steve perry in that category as well. perry could hit and hold those high notes that could take the listener to another level.;2
besides what wonderful performer john is he was truly a great guitarist!!;2
that voice! nuff said...;2
i love every john denver song. a true gift;2
i never thought of it as an emotional song. probably because we sang it in elementary school choir .. possibly 5th or 6th grade cause i still remember it.;1
this song! its so important to me. makes me weepy eyed with memories;2
thank you for your reaction. one of the most beautiful songs ever written and sung.;2
a timeless classic.;2
maybe we should all hum a little bit more often. sometimes simple is just what this world needs!;2
when i got serious about listening to music in my young teenage years, i went down the metalproghard rock road. but i could never deny the talent of john denver. all these decades later and he still moves me like few others.;2
love this song! so happy youre covering it!;2
i have a lot of his albums and they still sound wonderful;2
he wrote this song after him and annie his wife had a argument. he went skiing and wrote this song in his head;1
this song does the same to me. tears every time. i grew up on john denver through my dad. the first song dad tells me i ever sang was take me home country roads with my favorite part coming out more like mounkin momma. two times when a celebrity passed have i cried, john was one, freddie the other. two great singer songwriters who changed so many lives.;2
great review. this song has always made me feel emotional....i was greetin with you,;2
its always been his effortless natural vibrato that ive loved. particularly now that so many artists have to do weird things with their lower lip to generate it.;2
he performed another song from this same wildlife concert called for you and it is absolutely beautiful. i never knew he played the piano as he did on this song;2
he must be out singing the angels now.;2
he was such a brilliant storyteller. wild montana skies is another great song.;2
rawr! ive been enjoying john denver since the late 70s, as a 10 yo. i still love the christmas special he did, in the clear dome. i recorded the sound by holding the mic from my cassette recorder up to the tv speaker.;2
you really need to do sunshine on my shoulders from the same show.;1
to emocionante quanto a msica, a sua anlise.... lindo e linda!;2
thanks for this great reaction, beth. im a big john denver fan and this song has been a favourite of mine for the last 50years. im also a sheffield united season ticket holder and sing along with the alternative version a bit more gustily at our matches!;2
ive been a john denver fan since the 70s when my mom had one of his greatest hit albums. i remember hearing, years ago, that his stated secret to imparting emotion into his vocals was to envision the lyric as he was singing it. it comes through especially in this song with all the comparisons a sleepy blue ocean, a night in the forest, a walk in the rain. you picture these things in your mind and how they illustrate the love the song intends to express. that emotion then comes through in the voice, at least according to john. im not a professional singer but ive done my share of singing. i even got paid for it...once. ive tried john denvers technique and i think it works.;2
beth, john denver is my most favorite artist of all time! he has a sincerity to his voice, theres not that many other singers that has it. i think a big piece of john denver is the instrumentation of his songs also, hes a fingerpicking pattern usually on the guitar but he has some of the greatest musicians backing him up. like james burton on guitar elvis presleys guitarist, jim horn on flutewoodwinds, and award winner pete huttlinger playing more strings he did the mandolin here. such great music behind a great but simple voice is a powerful combo! my favorite song is poems, prayers, and promises and the one from this concert!;2
enjoyed this analysis.;2
this is one of my guilty pleasures to crank up and just belt it out in the car, partly because its just such a beautiful song, but also because its one thats very close to my natural singing range though i cant quite reach the higher notes comfortably xd;2
johns song poems, prayers and promises is a favorite. we lost john way too soon.;2
with john denver it wasnt just the music or words but his voice carried such emotion. he could tell a story with his voice that is hard to match. but this song sounds different live. in the recording he holds the words a touch longer.;2
ola gosto de seu analises super tecnico se voce pode pode analizar esse video;1
i wish i wrote this. and i wish i had someone to sing it to.;2
great analysis beth....;2
wonderful reaction. i appreciate you incite so much. please listen to calypso that john wrote for jacques cousteau. the video and background story being extra meaning to that beautiful song.;2
thanks, beth! so glad you chose this live concert one of his best! also give it up for backup singer taffy in this concert most heard during country roads!;2
i had the opportunity to see him live in the mid 80s and his voice was amazing. i think live it was even better that the studio version because it seemed like he picked up and amplified the emotions of the audience.;2
how does john denver pack so much emotion into that song? doesnt hurt to have his achingly pure tenor and weapons grade poetry, but its a very near thing with his vocal embellishments...he skates right up to the line of preciousness but doesnt quite skid over. he could sing it totally straight and still get a tear from me;2
some days are diamonds, some days are stone is an incredible song by jd as well worth checking out;2
i recommend you listen to the album recording. i think theres more instruments in it. but john denver and his guitar...;1
funny, when i read annies song, i confused it with another 70s emotionally honest song that could have easily been from john denver. check out dannys song by loggins and messina theyre mining the same vein with a very similar song title!;1
thats not taffy singing in this concert. its pat hawk.;1
best description ive ever heard!;2
he was mocked by so many critics and serious artists throughout just about his entire career, and yet i see millennial and gen z reactors being blown away by him today. once you separate his actual work from the narrative that some people for whatever reason tried so hard to build around him, you can understand how sublime he was. his earnestness was real, not a manufactured facade, and people can feel that.;2
another quiet but very powerful performance is by capercaillie iain ghlinn cuaich. karen matheson has arguably the most gorgeous voice in all of celtic music.;2
the studio version has more beautiful orchestrical elements in the background and better chorus elements accompanying the marvelous voice of john denver the only element that remains perfect in both studio and live versions .;2
john denver is one of those people who, selfishly, i feel cheated to not be able to enjoy all that they might have gone on to do had their life not been cut short. he such a gifted artist. same for jim croce, john wayne, stevie ray vaughan and john belushi.;2
hi beth. you might want to react to a video that, if youre a little sensitive, might make you cry. but thats okay. technically, it might not be the most outstanding piece. but you have to see it as a whole. its not just music. its music, animation, style, and a story. all in a beautiful 6minute package. i hope youll consider reacting. and that you enjoy it, of course. thank you so much, and have a nice day. the video is porter robinson madeon shelter official video;1
great observations! whether you review this recommended song or not, you should at least listen to one of his very most emotional and personal songs he ever did seasons of the heart. there is a video of him performing this in the uk... just himself and a piano. one other possibillity is this old guitar.;2
it was written about his 1st wife annie;1
you should listen to his song calypso;1
it works because he understood melody. its not music if you cant hum to it.;2
jd such a great story teller beautiful. same concert please check out john on piano. for you. more powerful than annies song;2
he died much too early......genius;0
anyone gonna tell her annies side of the story? when i did not know the story i thought oh how romantic. life rubs off sentimentality.;1
you should watch his testimony at the pmrc hearingfs. he was brought in because of his wholesomeness to bolster the govt watchdogs case for music labeling, but he only tore it down in favor of freedom of expression.;2
john denver and karen carpenter parted too soon;2
he was freak who did a sonny bono in his plane. not as image projected.;0
cant watch this video. you can sway, but when you make the music video sway with you it is dizzying for your audience.;0
this was john denvers apology for cheating on his wife.;1
ya, no leaves while on the ski lift. fir spruce needles, for sure, with quaking aspen leaves utterly absent in january. john denver is one of the reasons we moved to colorado. he died 14 months after we made it to the state.;1
can you listen and comment babam olum from ebnem ferah;1
ammmm i dunno if thats a country artist but can you do cavetown next?? pls pls plssss, your observations are incredible!;2
agree 100. after zappa and dee snyder, congress thought they had a patsy in denver. they were sadly mistaken.;2
day 238 please check female solo music producer n0trixx 3;1
tak ada syair yg paling indah n merdu selain alquran;2
pop minang, pop jawa, pop indonesia selalu yang terbaik mendunia;2
pop minang bagus sekali karya anak minang emang yes;2
best lagu nya cantik;2
kami sebagai org minang,sangat bangga dengan sumberdaya manusianya boleh bersaing di berbagai urusan;2
suara arif dan yolanda serasi bagus banget lanjut..;2
lagu melayu sumatera barat mantap;2
ini penyayi indonesia asal dari minang indonesia;1
kereeen lagux sangat suka aku;2
minang selalu sihati...west sumatra;2
bangganya lagunya arief mendunia mantapby banjarmasin;2
lagu ini viral sebab ad vidio clip yg mnggunakan lagu ini paska ada musibah pesawat sriwijaya jatuh 8 bulan yg lalu..dn menelan banyk korban...;0
suaranya bikin merinding;2
menggetarkan menusuk dan menyayat hati;2
ini lagu jg prnh dinyanyikn bang faldi nyong jg;1
dan artis artis di tv mulai tersingkir kan;0
minang... memang enakkk2 lagunya untuk santai dan saat bekerja.;2
qmu boleh tes. suara arief lagi ngaji juga sangat bagus dan ada satu maulana wijaya itu lagu nya juga viral. dan ada satu lagi maulana wijaya juga sangat bagus mengaji nya dan sering juara kalau lomba mengaji boleh kamu cek.;2
in diversity iya mbak.. orang itu halu..;0
ciri ciri orang iri hati;0
kenapa bawa2 alquran??;0
kok di bandingkan dgn alquran otaknya kemana coba,;0
bang al quran itu bukan syair tapi kalam mullah perkataan allah...;0
saya kira syair alquran tak usah di bandingkan.;0
berkomentar tdk pada tempatnya!!;0
kami juga tau tpi ngomen sesuai lah pada tempatnya;0
beza konteks abang;0
beda kamar bro ngaji ya ngaji nyai ya nyai jangan suka ngaco komen nya;0
in diversity betul bang;2
sebelum jdi penyayi bang arif salah satu ahorik al quran.;1
kalo gk suka jgn ikutan komen woiii..jg jgn di liat;0
jgn dibandingin ama qur,an bng jelas bedalahh dongooo;0
ea saya tau tapi ini kan reaction mucik cil;1
ngapain nyasar ke sini g..oblx;0
setuju,..tp gk nymbung sm video reaction nya;0
begitu lah kehendak tuhan..;1
bolehkah kitab suci di syairkan;0
karya erwin agam jooooos;2
sy pling suka lagu ini.bgus;2
musisi musi minang kembali membangkitkan lagu genre melayu yang sempat tenggelam di indonesia. hampir semua lagu2 pop melayu yang viral di indonesia adalah karya musisi musisi minang.;2
arif yolanda romantika cinta dan sekarat luka mksh;2
betullllllll..... lagu original yg viral di tiktok;2
reaction selanjutnya pliss tak sedalam ini arief putra;2
memanglah sedap laguni serase mendayudayu bolehlah di. ulang ulang betu betul sedap;2
go go gooo... slow rock ranah minang....;2
my favorit song;2
menangis artis artis di jakarta itu melihat lagu lagu slow rock dari minang;2
sedih bnget gilirian lagu enak ga ada tv yang ngundang;0
baik banget suaranya mereka berdua;2
nex reaction luka sekerat rasa pak cik;1
malayu kalimantan hadir;1
berdiri bulu roma mndengar nya sediiihhh...;2
saya dari indo..... sumatra..!!! indo... mempunyai banyak jenis musik,tp masih banyak musisi indo... yg masih mempertahankan musik slowrock melayu... saya jg resfect dgn musik slowrock malay... tahun 90n yg pernah hits di indo... tp kini slowrock malay... seperti tenggelang oleh musik dan budaya luar... ayo musisi malay... bangkitkan lg musik melayu yg menjadi jati diri kita sebagai serumpun melayu.... semoga berjaya..;2
enak bisa menghibur;2
mantul arief n yolanda terus berkarya;2
minang yg mendunia....sukses buat arief dan yolanda...salam dr sumbawa;2
pencipta lagu ini the best;2
lagu lagu yang viral di indonesia.itu rata rata penyanyi dari sumatra barata.yaitu padang.padang adalah pengeluaran lagu lagu melayu.;1
panek di awak kayo dek urang jga tembus 100 jta lebih kali tonton pak cik. penyanyanyi ny frans dan fauzana, mereka jga musisi asal minang sumatra barat indonesia.;2
plissss !! react tungkek mambaok rabah versi salwa pasya pak cik;1
indonesia luar biasa oranyanya kereatif2 banyak sekali jenis musiknya dari pop, dangdut original, rege, dangdut kentrung.;2
the pacik reaction lagu arief lagii plizz;1
bang lagu ini pernah viral di tiktok saat pesawat sriwijaya air jatuh;0
reaction lagu daku rindu;1
ini minang suka semua lagu khas melayu2 bgtu slm dari makassar;2
waooww keren;2
sukses selalu abang abang semua semoga sehat selalu;2
artis minang selalu the best la ...;2
reach arief yolanda luka sekerat rasa;1
saya bangga uda erwin telah mawakili kami perantau minang yang ada di rantau nusantara arif yolanda rancak bana;2
bukti jika indonesia pun punya rasa melayu.mantap indonesia ku salam dari ras jawa;2
indonesia memang kaya. setiap daerah memiliki musik khas masing2;2
bener bang ada tiktok..kereen deh mereka;2
saya orang jawa ..saya sangat sport..saudara saudara sumatre...maju terus sobat;2
saya suka nasi padang;1
org minang org yg kaya akan ide dan karya ...;2
bukan padang..kebanyakan produser rekaman di kota bukittinggi..kota ke 2 terbesar fi sumatra barat 3jam dr padang;1
coba sbutkan label2 rekaman yg ada di bukit tinggi stauku padang lah yg mndominasi di sumbar;0
rendang padang terkenal dmn2 sampe2 luar negrii gyus apa lg nyanyinya dooo mantapss anak minang itu dbesst;2
ga boleh bangga ya kecuali org padang gitu ya?;0
padang juga pengeluar warung padang;1
orang melayu pun suka nasi padang selain dari makanan thai;2
gak juga lah...;0
kalau dangdut baru jawabarat no satu.;1
di tunggu reactionnya, dari minang lagu terbaru yg viral se indonesia dengan judul ci inan bana;1
sumtra barat bravo pak cik;2
next arief dengan judul haruskah aku mati reaction pak cik, itu lagu slow rock melayu, cocok untuk kita yg serumpun;2
tv indonesia sibuk dengan tayangan sinetron rumah tangga. tv pun mulai perlahan ditinggalkan, masyarakat awam beralih ke youtube.;0
tipikal musik melayu,sumatra, kalimantan banyak melayu,salam serumpun;1
buat lagi pop malay. yg slow tapi keren;2
salam dari sumbar, indonesia;1
ni lagu orang orang patah hati tapi best buat teman melepas lelah slowrockindonesia;2
luka sekerat rasa please.. the best slow rock melayu;2
mantp salam serumpun;2
lagu zidan, dong bang... cover buih jd permadani;1
hye asalamualaikum semoga sihat sihat slalu dan murah rezeki panjang umur semanggat teruss bertemu lagi dgn aku budak sarawak;2
masih banyak lagi lagu lgu indonesia lagu lagu serumpun indonesia;1
bang arief suara melengking tinggi bening,,enak sekali di dengar !! mantap !!;2
mantap sungguh luar biasa semoga sukses terus ke depan;2
rembulan malam...;1
sekerat rasa juga bagus dan mayoritas lagu arif dan lagu minang bagus semua nya..;2
itu emot mu bukan bendera indonesia bang;0
aku salut dengan pak cik berdua, mudah2 malaysia dan indonesia sllu menjadi bangsa yg saling menghormati;2
up nih paling mantap lagu ini;2
next arif... haruskah aku mati;2
pak cik reaksi lagi dong. arief dan yolanda lagu. luka sekerat rasa.;1
penyanyi asli padang sumatra barat pacik..mannttaapp;2
salam dari;1
assalamualaikum kawaaannn... yuhuuu lagunya asik nih, pantas untuk di react.. ttp semangat buat abang berdua.. selamat mereact, semoga makin sukses;2
sukses buat cenelnya the pakcik;2
di tiktok rame,tp dgn musik remix;1
reaction gerhana cinta tapi dangdut koplo pak cik;1
tak terasa air mata menitis;0
ok mantab betul...;2
suara yolanda kayak mirip artis malaysia siti nordiana pada masa mudanya dulu;2
lagu ini viral ketika kapal selam indonesia yg hilang bersama krunya;1
lagu bang arif yang terbaik lahhh;2
terima kasih the pakcik...sudah react..ini lagu. saya pun yg sudah tidak lagi muda pun sukakan lagu ini....;2
lagu minang jawa barat memang top;2
judulnya emas hantaran ya pak cik;1
kelokannya mengelok ngelok didalam kelokan;1
mmg tersntuh sgt lagu ini,aku rasa sedih waktu pertunangan ku di batalkn di sakat terakhir krna org ke tiga;0
14 okt 2021;1
anak indonesia menyapa;1
penyanyi ,suara dan adat sopan santun sesuai dg budaya kita org indonesia,melaysia,brunei yg rata2 muslim;2
lagu melayu indonesia pakcik ini orang minang. seni katanya nyambung .dan banyak lagi lagu mareka.;2
lagu ini viral di tik tok sejak kecelakaan pesawat sriwijaya bg;1
kita jaga rumpun yg indah... salam satu melayu..;2
idola baru saya bang.. kang arief gak bosan bosan dengerin lagunya;2
masyaallah..ni lagu sedap;2
lagu slow rock indonesia minang kabau mengguncang;2
ok bro udah reaksian musin indo;1
merinding apabila dengar suara arief ,arief is the best;2
makcik reaction lagu bang arief satu rasa cinta di tunggu ya makcik heheh.;1
pak cik mak cik apo kabar... nih;1
terimakasih erwin agam yang telah menciptakan lagu yang sangat baik dan penampilan penyanyinya yang sangat menjunjung budaya orang minangkabau;2
bang coba reaction lagu minang tungkek mambawo rabah penyanyi fauzana..sky musik digital janji ka janji..;1
request yg dinantikan;2
coba reaction lagu arief feat yolanda yg lain pakcik lagu sekerat rasa the best juga;1
next reaction triple x bali puputan badung;1
nexx. slowrock minang kak. panek dek awak kayo dek urang.;2
liat lagu hijau daun dong yang brjudul ilusi tak brtepi dan pagar makan tanan bagus lagunya vidionya di ambil di malaysia;2
lagu minang banya peminat pak cik walaupun mereka di luar suku minang;2
coba kk riek lagu ipank kupu kupu malam;1
channel yg kerren;2
coba react lagu arief tajuk nya tak sedalam ini...;1
tv indonesia.artisnya byk didukung dr jawa sana bang..kami org sumatera suka lagu2 karya sumatera;1
rection lagu arief satu rasa cinta makcik;1
lagu minang memang best;2
padang sumatra barat,suku minang yg sangat kental dengan melayu,kami punya kampung di malaysia dan rumah adat, tepatnya seremban negeri sembilan;2
itu lagunya group band indonesia,andika dari lampung hello...;1
bangga jadi orang sumbar;2
ada singgel terbaru ny yang paling enak di dengar. judul nya belahan jiwa. mantap bangat;2
mantap lagu ny bgjangn bosan2 buat reaction lagu terbaru.....sehat selalu;2
lagunya banyak sekali terjadi.di mana2daerah acap kali jumpa di alam melayu tunangan pakai duit jemputan uang hantaran janganlah mahal2 sangat agar ketemu jodoh;0
next, luka sekerat rasa pak cik by arief feat yolanda;1
nex arif yolanda luka sekarat rasa;1
minang selalu di hati....salam anak rantau minang di seluruh dunia...teruslah berkarya dan jangan lupa membangun negeri.;2
tv indonesiagk pernah undang penyanyi viral di sumatra..malah orang malaysia yg gagumin ny;0
pakcik react tik tok wonderland indonesia,, tempat2 wisata indonesia;1
salam dari sodara srumpun indonesia the pakcik boleh minta riaction lagu arif yg tak sdalam ini maksh asalamualaikum;1
jadi sedih;0
makcik ,reaction lagu nye bang arif yg berjudulsatu rasa cinta;1
masyaallah aku sangat suka keren;2
tolong reaction lagu arif yg judulnya luka sekerat rasa;1
rekues lagu arief yolanda luka sekerat rasa bos;1
pak cik reac yolanda luka sekerat rasa;1
bg blh tak reaction padi reborn ft andhika .. di bawakan lagu mencari alasan.. mantap bg..;2
abang ni aksen indonesia nya bagus juga bang;2
itu bagus kak tak sedalam ini;2
minang towuih bajayo.;2
slow rock minang;1
shoting nya di tempat tnggal aku bg. salam dari padang pariaman. tiram tmpt wisatanya;2
keep up the malay song;2
lagu legend,macam generasi 90 an pas isabella..;2
plis reaction lagu luka sekerat rasa;1
mantul pak cik...;2
lagu yang dipakai ketika jatuhnya pesawat sriwijaya air kemarin;0
next arief harus kah aku mati;1
arief rembulan malam pak ciek...pleaseeee;1
reaksen the vois bulgaria deden gonjales;1
paci assalamualaikum dri indonesia rikwes video perdebatan capres cawapres tahun ini pasti bermanfaat,;1
ne lagu tik tok juga bgbaru denger yaaaaaa;1
alhamdulillah makasih bang udah di react mantaf;2
lagunya kena d hati bikin baper penyanyinya very good;2
ayo bang di react lagu jawa..mendung tanpo ujan by ndar boy genk;1
lagu itu viral karna kecelakaan pesawat pada awal tahun 2021;1
reack tak sedalam ini arief;1
tiada salah dirimu kasih salah pada nasibku sendiri karna tak punya emas permata hantaran cinta;1
penyanyi padang.. lagu nya banyak di sukai masarakat.. bangga jadi org padang;2
bang tolong reaksi lagu rara dan gunawan lida kala cinta menghampiri jiwa lagu dangdut;1
saya suka klo malaysia menghargai suara anak muda indonesia, semoga tetap rukun karna kita masih serumpun jujur lagu malaysia itu sulit jadi klo orang indonesia yang biasa gak bakat menyanyi pasti berusaha sekali untuk mencapai nada yang tinggi;2
reaction pop melayu lagi bang yolanda cinta dalam diam fauzana ft. aprilian anugerah cinta aprilian ft. vany zee tak sedalam ini;1
boleh request gak bang lagu arief judulnya tak sedalam ini;1
ada lagu minang yang viunya 110 juta yaitu lagu panek diawal kayo di urang;1
mana satu yg di maksudkan pak cik ,,,klu arief ini masih mudah bukan pak cik weeeiii;1
mantul pak cik;2
banyak lagu mereka yang lain lagi. enak juga di dengar.;2
canel pemersatu bangsa2 se asia tenggara;2
yg rembulan juga bagus pakcin;2
pak cik, reaction lagu yang lagi firal pak cik, haruskah aku mati;1
lagu viral ni pkcik tpi syg gk masuk tv aneh tv indo;0
tolong react emmas hantaram yang versi inggris nya pak cik;1
bisa coba reaction wonderland lndonesia tik tok collection.;1
,gara2 yang hantaran yg besar gagal nikah.;0
penyanyi arif dari sumbar;1
semoga malaysia. mengangkat lgu ini ....karena di indo lgu melaayu kurang diangkat ke media tevisi indonesia...lagu yg bagus,tapi ngn ada diundang ke tv indonesia,semoga malaysia membantu,karena suku minang itu ada tali dgn malaysia;2
padang sumatra barat hadir padang orang melayu;2
semua nya ini kalau genri di buat oleh deky riyan pasti bagus;2
abangganteng yg gantengnya editan react donk lagu didi kempot;1
arif yollanda keren suara rock artis2 sumatra barat d sana banyak penyanyi rock yg bagus sedap suaranya thomas arya yelse febian sultan minang padang tetab yg trbaik;2
live bigo rara karena ku s;1
pencipta lagu nya orang minang dan penyanyi nya orang minang lagu klasik melayu;1
jan mambuek hoax juo ang lai yuang, padang ang katoan malayu, padang 90 parsen minang tu, jan ang samoan cambuang jo galeh,;0
mana mau orang minang lu label melayu enak aja lu;0
joss gandosss sekali irama melayu sumatera ini;2
ini penyanyi dari minang padang sumatra barat bang.;1
ini lagu slow rock sumatra pkcik.lagu melayu indonesia.;1
next david istambul feat ovhi firsty minyak habih samba tak lamak;2
mereka orang minang dan shootingnya di sumatera barat.;1
dua dua mcm org sabah suda;1
salam bang dari antartika, mo main kesini ga bang,,? nanti saya bikinin nasi lemak eeee;1
indo vs malasiya;1
coba bang reaksi sandi ome tv;1
react lagi lagu slowrock minang pak cik... banyak lagu lagu bagus;1
terlalu susah mengidolakan satu saja musik di 62... semuanya bagus dan berdaya saing...;2
reaction bts momen. saat wendi baru masuk sekolah baru. dan wendi nolak dita. sumpah lucu parah...;2
lagu karya erwin agam memang terbaik;2
reac lagu tatu dong pak cik...versi dangdut koplo new monata;1
assalamualaikum... pak cik tolong react lagu minang yang judulnya antah bila kalareh ya;1
tv indonesia sibuk sama sinetron..;0
arief pasangan duet yollanda yg terbaik suaranya sedap;2
ni lagu cerihas daerah minang tp sering di ciplak oleh penyanyi koplo malah penyayi koplo di sorot pihak tv;0
reaction lagu minang maulana wijaya lagu minang samo rindu opik feat shany juga yang tengah viral skrg yg bertajuk bidarari sarugo;1
yg cowok suda nikah bos.dia orang padang asli tingal di riau;1
live bigo rara karena ku sanggup dong;1
reaction lagu panek di awak kayu di urang;1
yang cowo nya dah nikah boss.;1
cobak pak cik rieck putri isnari cover lagu india enak bangettt;1
bang... react lagu nya sara fajira... yg br tajuk lathi.... di tunggu ya....;1
dengar lagunya sampai saya merinding ..sampai sampai dompet saya juga merinding... mantappp .malaysia indonesia;2
yang penyanyi cowok itu udah nikah..punya anak satu;1
bang coba reaction alif ba ta si jago gitar;1
live bigo rara karena ku sanggup;1
tolong di reaction lagu bugis yang berjudul ppkm pakcik yang sempat viral juga di indonesia;1
semula sya mendengar lagu ini tampa sadar menangis air mata bercucuran karna maksud nonton kejadian pesawat sriwijaya yg jatuh yg mana pilot nya afwan tinggal nya tdk jauh dr rumah saya.lalu saya toton aduh tdk tertahan air mata ini.lagu nya bagus irama nya jg bagus dan penyanyi nya jg cocok dng suara nya sair nya jg bagus pokok nyarupanya penyanyi nya orang minang pencipta lagu nya erwin agam jg org minang sumatra barat.ya selamat berkarya kepada pencipta lagu nya dan jg penyanyi nya semoga terus lah berkarya dan capai lah cita2 kalian.;2
indonesia selalu terdepan ..minang indonesia salam dari boyan indonesia;2
majulah musisi minang majulah musisi indonesia......salam dr perantau minang...trims msrkt malaysia yg tlh mnrima dg baik lagu minang , org2 past sll baper kl mndengar lagu ini....adminy nangis sll baper ya..;2
minang 1 rumpun sama negeri 9 malaysia;1
minang indonesia lgu enk didengar saat santai atau kerja;2
bestnya lagu ni..genre baru tapi tone suara nya lebih kepada old song mcm tu..lirik dia perghhh..sedih sedih jugak,liriknya superb beb...dengan gunakan bahasa2 melayu lama ditambah pulak kiasan diselit ala2 pantun...thumbs up...lagu kalau kita tak nantikan lirik seterusnya xde makna lagu itu..untuk gandingan duet,permulaan abad ini arief yolanda kamu terbaikkk;2
lagu minang mantap;2
lirih seakan tak terucap oleh lidah;1
lirih itu perlahan lahan atau sayup sayup pelan bicara orang lagi nangis sedih;1
selalu request musisi minang mak cik lagu nya sedap sedap didenga;2
sekarang byk saudara kita dari malaysia yang ng reaction musik, budaya, kultur , dan bahasa indonesia. terimakasih banyak atas reaksinya semoga sukses dan semakin banyak lg subscribe nya . aamiin ya rabbal alamiin;2
rembulan malam voc arif;1
lidi jengkel kali;0
